mun;ano;group;sexo;n;p
150548;2010;Autóctone;Feminino;1500;3,36398295581969e-01
150548;2010;Importado;Masculino;40;7,14285714285714e-01
150548;2010;Importado;Feminino;16;2,85714285714286e-01
150548;2010;NA;Feminino;2;1,00000000000000e+00
150548;2011;Autóctone;Masculino;2098;6,72651490862456e-01
150548;2011;Autóctone;Feminino;1021;3,27348509137544e-01
150548;2011;Importado;Masculino;43;8,26923076923077e-01
150548;2011;Importado;Feminino;9;1,73076923076923e-01
150548;2012;Autóctone;Masculino;1195;7,25561627200972e-01
150548;2012;Autóctone;Feminino;452;2,74438372799029e-01
150548;2012;Importado;Masculino;10;6,66666666666667e-01
150548;2012;Importado;Feminino;5;3,33333333333333e-01
150548;2012;NA;Masculino;1;5,00000000000000e-01
150548;2012;NA;Feminino;1;5,00000000000000e-01
150548;2013;Autóctone;Masculino;355;6,48994515539305e-01
150548;2013;Autóctone;Feminino;192;3,51005484460695e-01
150548;2013;Importado;Masculino;10;1,00000000000000e+00
150548;2013;NA;Feminino;2;1,00000000000000e+00
150548;2014;Autóctone;Masculino;281;7,04260651629073e-01
150548;2014;Autóctone;Feminino;118;2,95739348370927e-01
150548;2014;Importado;Masculino;36;6,79245283018868e-01
150548;2014;Importado;Feminino;17;3,20754716981132e-01
150548;2014;NA;Feminino;1;1,00000000000000e+00
150548;2015;Autóctone;Masculino;156;6,90265486725664e-01
150548;2015;Autóctone;Feminino;70;3,09734513274336e-01
150548;2015;Importado;Masculino;84;7,92452830188679e-01
150548;2015;Importado;Feminino;22;2,07547169811321e-01
150548;2016;Autóctone;Masculino;140;7,40740740740741e-01
150548;2016;Autóctone;Feminino;49;2,59259259259259e-01
150548;2016;Importado;Masculino;167;7,32456140350877e-01
150548;2016;Importado;Feminino;61;2,67543859649123e-01
150548;2017;Autóctone;Masculino;224;7,11111111111111e-01
150548;2017;Autóctone;Feminino;91;2,88888888888889e-01
150548;2017;Importado;Masculino;118;8,02721088435374e-01
150548;2017;Importado;Feminino;29;1,97278911564626e-01
150548;2017;NA;Masculino;1;1,00000000000000e+00
150548;2018;Autóctone;Masculino;157;6,85589519650655e-01
150548;2018;Autóctone;Feminino;72;3,14410480349345e-01
150548;2018;Importado;Masculino;131;6,82291666666667e-01
150548;2018;Importado;Feminino;61;3,17708333333333e-01
150548;2018;NA;Masculino;1;1,00000000000000e+00
150548;2019;Autóctone;Masculino;109;7,62237762237762e-01
150548;2019;Autóctone;Feminino;34;2,37762237762238e-01
150548;2019;Importado;Masculino;96;7,55905511811024e-01
150548;2019;Importado;Feminino;31;2,44094488188976e-01
150548;2020;Autóctone;Masculino;45;6,92307692307692e-01
150548;2020;Autóctone;Feminino;20;3,07692307692308e-01
150548;2020;Importado;Masculino;32;7,44186046511628e-01
150548;2020;Importado;Feminino;11;2,55813953488372e-01
150549;2007;Autóctone;Masculino;6;1,00000000000000e+00
150549;2007;Importado;Masculino;1;5,00000000000000e-01
150549;2007;Importado;Feminino;1;5,00000000000000e-01
150549;2008;Importado;Masculino;5;6,25000000000000e-01
150549;2008;Importado;Feminino;3;3,75000000000000e-01
150549;2009;Autóctone;Masculino;1;1,00000000000000e+00
150549;2010;Importado;Feminino;1;1,00000000000000e+00
150549;2011;Autóctone;Masculino;4;1,00000000000000e+00
150549;2011;NA;Feminino;2;1,00000000000000e+00
150549;2012;Importado;Masculino;6;1,00000000000000e+00
150549;2012;NA;Masculino;3;1,00000000000000e+00
150549;2013;Importado;Masculino;4;1,00000000000000e+00
150549;2017;Autóctone;Masculino;1;1,00000000000000e+00
150549;2017;Importado;Masculino;2;1,00000000000000e+00
150550;2007;Autóctone;Masculino;1186;7,21850273889227e-01
150550;2007;Autóctone;Feminino;457;2,78149726110773e-01
150550;2007;Importado;Masculino;452;7,08463949843260e-01
150550;2007;Importado;Feminino;186;2,91536050156740e-01
150550;2007;NA;Masculino;8;8,00000000000000e-01
150550;2007;NA;Feminino;2;2,00000000000000e-01
150550;2008;Autóctone;Masculino;1271;6,75345377258236e-01
150550;2008;Autóctone;Feminino;611;3,24654622741764e-01
150550;2008;Importado;Masculino;1249;6,92734331669440e-01
150550;2008;Importado;Feminino;553;3,06711037160288e-01
150550;2008;Importado;Ignorado;1;5,54631170271769e-04
150550;2008;NA;Masculino;10;1,00000000000000e+00
150550;2009;Autóctone;Masculino;2468;6,77649643053267e-01
150550;2009;Autóctone;Feminino;1174;3,22350356946733e-01
150550;2009;Importado;Masculino;1899;7,11769115442279e-01
150550;2009;Importado;Feminino;769;2,88230884557721e-01
150550;2009;NA;Masculino;3;7,50000000000000e-01
150550;2009;NA;Feminino;1;2,50000000000000e-01
150550;2010;Autóctone;Masculino;1813;6,79535232383808e-01
150550;2010;Autóctone;Feminino;855;3,20464767616192e-01
150550;2010;Importado;Masculino;1033;6,98917456021651e-01
150550;2010;Importado;Feminino;445;3,01082543978349e-01
150550;2010;NA;Masculino;1;1,00000000000000e+00
150550;2011;Autóctone;Masculino;219;7,44897959183674e-01
150550;2011;Autóctone;Feminino;75;2,55102040816327e-01
150550;2011;Importado;Masculino;347;6,48598130841122e-01
150550;2011;Importado;Feminino;188;3,51401869158878e-01
150550;2011;NA;Masculino;4;8,00000000000000e-01
150550;2011;NA;Feminino;1;2,00000000000000e-01
150550;2012;Autóctone;Masculino;270;6,65024630541872e-01
150550;2012;Autóctone;Feminino;136;3,34975369458128e-01
150550;2012;Importado;Masculino;330;6,48330058939096e-01
150550;2012;Importado;Feminino;179;3,51669941060904e-01
150550;2012;NA;Masculino;3;7,50000000000000e-01
150550;2012;NA;Feminino;1;2,50000000000000e-01
150550;2013;Autóctone;Masculino;31;5,00000000000000e-01
150550;2013;Autóctone;Feminino;31;5,00000000000000e-01
150550;2013;Importado;Masculino;22;6,28571428571429e-01
150550;2013;Importado;Feminino;13;3,71428571428571e-01
150550;2013;NA;Masculino;9;1,00000000000000e+00
150550;2014;Importado;Masculino;11;8,46153846153846e-01
150550;2014;Importado;Feminino;2;1,53846153846154e-01
150550;2014;NA;Masculino;3;1,00000000000000e+00
150550;2015;Importado;Masculino;4;8,00000000000000e-01
150550;2015;Importado;Feminino;1;2,00000000000000e-01
150550;2015;NA;Masculino;1;5,00000000000000e-01
150550;2015;NA;Feminino;1;5,00000000000000e-01
150550;2016;Importado;Masculino;4;8,00000000000000e-01
150550;2016;Importado;Feminino;1;2,00000000000000e-01
150550;2016;NA;Masculino;2;5,00000000000000e-01
150550;2016;NA;Feminino;2;5,00000000000000e-01
150550;2017;Autóctone;Masculino;1;1,00000000000000e+00
150550;2017;Importado;Masculino;6;1,00000000000000e+00
150550;2017;NA;Feminino;2;1,00000000000000e+00
150550;2018;Autóctone;Masculino;55;6,47058823529412e-01
150550;2018;Autóctone;Feminino;30;3,52941176470588e-01
150550;2018;Importado;Masculino;7;4,66666666666667e-01
150550;2018;Importado;Feminino;8;5,33333333333333e-01
150550;2019;Autóctone;Masculino;21;5,12195121951220e-01
150550;2019;Autóctone;Feminino;20;4,87804878048780e-01
150550;2019;Importado;Masculino;1;5,00000000000000e-01
150550;2019;Importado;Feminino;1;5,00000000000000e-01
150550;2019;NA;Masculino;2;1,00000000000000e+00
150553;2007;Autóctone;Masculino;131;7,35955056179775e-01
150553;2007;Autóctone;Feminino;47;2,64044943820225e-01
150553;2007;Importado;Masculino;112;7,72413793103448e-01
150553;2007;Importado;Feminino;33;2,27586206896552e-01
150553;2007;NA;Masculino;20;5,00000000000000e-01
150553;2007;NA;Feminino;20;5,00000000000000e-01
150553;2008;Autóctone;Masculino;36;7,50000000000000e-01
150553;2008;Autóctone;Feminino;12;2,50000000000000e-01
150553;2008;Importado;Masculino;33;7,02127659574468e-01
150553;2008;Importado;Feminino;14;2,97872340425532e-01
150553;2008;NA;Masculino;4;3,63636363636364e-01
150553;2008;NA;Feminino;7;6,36363636363636e-01
150553;2009;Autóctone;Masculino;19;6,78571428571429e-01
150553;2009;Autóctone;Feminino;9;3,21428571428571e-01
150553;2009;Importado;Masculino;27;7,10526315789474e-01
150553;2009;Importado;Feminino;11;2,89473684210526e-01
150553;2009;NA;Masculino;6;6,00000000000000e-01
150553;2009;NA;Feminino;4;4,00000000000000e-01
150553;2010;Autóctone;Masculino;53;5,52083333333333e-01
150553;2010;Autóctone;Feminino;43;4,47916666666667e-01
150553;2010;Importado;Masculino;107;6,94805194805195e-01
150553;2010;Importado;Feminino;47;3,05194805194805e-01
150553;2010;NA;Masculino;24;8,27586206896552e-01
150553;2010;NA;Feminino;5;1,72413793103448e-01
150553;2011;Autóctone;Masculino;29;6,04166666666667e-01
150553;2011;Autóctone;Feminino;19;3,95833333333333e-01
150553;2011;Importado;Masculino;58;6,44444444444444e-01
150553;2011;Importado;Feminino;32;3,55555555555556e-01
150553;2011;NA;Masculino;9;9,00000000000000e-01
150553;2011;NA;Feminino;1;1,00000000000000e-01
150553;2012;Autóctone;Masculino;9;1,00000000000000e+00
150553;2012;Importado;Masculino;53;8,28125000000000e-01
150553;2012;Importado;Feminino;11;1,71875000000000e-01
150553;2012;NA;Masculino;9;4,73684210526316e-01
150553;2012;NA;Feminino;10;5,26315789473684e-01
150553;2013;Autóctone;Masculino;5;8,33333333333333e-01
150553;2013;Autóctone;Feminino;1;1,66666666666667e-01
150553;2013;Importado;Masculino;22;6,66666666666667e-01
150553;2013;Importado;Feminino;11;3,33333333333333e-01
150553;2013;NA;Masculino;20;8,00000000000000e-01
150553;2013;NA;Feminino;5;2,00000000000000e-01
150553;2014;Importado;Masculino;16;8,42105263157895e-01
150553;2014;Importado;Feminino;3;1,57894736842105e-01
150553;2014;NA;Masculino;14;8,23529411764706e-01
150553;2014;NA;Feminino;3;1,76470588235294e-01
150553;2015;Autóctone;Masculino;28;8,48484848484849e-01
150553;2015;Autóctone;Feminino;5;1,51515151515152e-01
150553;2015;Importado;Masculino;11;7,85714285714286e-01
150553;2015;Importado;Feminino;3;2,14285714285714e-01
150553;2015;NA;Masculino;5;7,14285714285714e-01
150553;2015;NA;Feminino;2;2,85714285714286e-01
150553;2016;Autóctone;Masculino;25;8,62068965517241e-01
150553;2016;Autóctone;Feminino;4;1,37931034482759e-01
150553;2016;Importado;Masculino;38;9,50000000000000e-01
150553;2016;Importado;Feminino;2;5,00000000000000e-02
150553;2016;NA;Masculino;8;8,88888888888889e-01
150553;2016;NA;Feminino;1;1,11111111111111e-01
150553;2017;Autóctone;Masculino;6;1,00000000000000e+00
150553;2017;Importado;Masculino;12;5,00000000000000e-01
150553;2017;Importado;Feminino;12;5,00000000000000e-01
150553;2017;NA;Masculino;4;8,00000000000000e-01
150553;2017;NA;Feminino;1;2,00000000000000e-01
150553;2018;Importado;Masculino;24;7,05882352941177e-01
150553;2018;Importado;Feminino;10;2,94117647058824e-01
150553;2018;NA;Masculino;7;6,36363636363636e-01
150553;2018;NA;Feminino;4;3,63636363636364e-01
150553;2019;Autóctone;Masculino;3;1,00000000000000e+00
150553;2019;Importado;Masculino;18;8,57142857142857e-01
150553;2019;Importado;Feminino;3;1,42857142857143e-01
150553;2019;NA;Masculino;6;1,00000000000000e+00
150553;2020;Autóctone;Masculino;4;1,00000000000000e+00
150553;2020;Importado;Masculino;8;1,00000000000000e+00
150555;2007;NA;Masculino;1;1,00000000000000e+00
150555;2008;Importado;Feminino;1;1,00000000000000e+00
150555;2008;NA;Masculino;1;1,00000000000000e+00
150555;2011;Importado;Feminino;1;1,00000000000000e+00
150555;2012;Importado;Masculino;1;1,00000000000000e+00
150560;2007;Importado;Masculino;2;1,00000000000000e+00
150560;2010;Importado;Masculino;1;1,00000000000000e+00
150563;2007;Autóctone;Feminino;3;1,00000000000000e+00
150563;2007;Importado;Masculino;3;6,00000000000000e-01
150563;2007;Importado;Feminino;2;4,00000000000000e-01
150563;2007;NA;Feminino;1;1,00000000000000e+00
150563;2008;Autóctone;Masculino;1;1,00000000000000e+00
150563;2008;Importado;Masculino;6;5,00000000000000e-01
150563;2008;Importado;Feminino;6;5,00000000000000e-01
150563;2008;NA;Masculino;1;1,00000000000000e+00
150563;2009;Importado;Masculino;3;1,00000000000000e+00
150563;2009;NA;Masculino;2;1,00000000000000e+00
150563;2010;Importado;Masculino;3;1,00000000000000e+00
150563;2011;Importado;Masculino;1;5,00000000000000e-01
150563;2011;Importado;Feminino;1;5,00000000000000e-01
150563;2012;Importado;Masculino;1;3,33333333333333e-01
150563;2012;Importado;Feminino;2;6,66666666666667e-01
150563;2013;Importado;Masculino;3;1,00000000000000e+00
150563;2014;Importado;Feminino;1;1,00000000000000e+00
150563;2018;Importado;Masculino;1;1,00000000000000e+00
150565;2007;Autóctone;Masculino;9;7,50000000000000e-01
150565;2007;Autóctone;Feminino;3;2,50000000000000e-01
150565;2007;Importado;Masculino;12;7,05882352941177e-01
150565;2007;Importado;Feminino;5;2,94117647058824e-01
150565;2007;NA;Masculino;1;1,00000000000000e+00
150565;2008;Autóctone;Masculino;84;5,38461538461538e-01
150565;2008;Autóctone;Feminino;72;4,61538461538462e-01
150565;2008;Importado;Masculino;4;8,00000000000000e-01
150565;2008;Importado;Feminino;1;2,00000000000000e-01
150565;2008;NA;Masculino;1;5,00000000000000e-01
150565;2008;NA;Feminino;1;5,00000000000000e-01
150565;2009;Autóctone;Masculino;94;6,86131386861314e-01
150565;2009;Autóctone;Feminino;43;3,13868613138686e-01
150565;2009;Importado;Masculino;10;8,33333333333333e-01
150565;2009;Importado;Feminino;2;1,66666666666667e-01
150565;2010;Autóctone;Masculino;75;7,42574257425743e-01
150565;2010;Autóctone;Feminino;26;2,57425742574257e-01
150565;2010;Importado;Masculino;25;9,25925925925926e-01
150565;2010;Importado;Feminino;2;7,40740740740741e-02
150565;2010;NA;Masculino;1;5,00000000000000e-01
150565;2010;NA;Feminino;1;5,00000000000000e-01
150565;2011;Autóctone;Masculino;80;7,27272727272727e-01
150565;2011;Autóctone;Feminino;30;2,72727272727273e-01
150565;2011;Importado;Masculino;21;9,13043478260870e-01
150565;2011;Importado;Feminino;2;8,69565217391304e-02
150565;2012;Autóctone;Masculino;56;8,75000000000000e-01
150565;2012;Autóctone;Feminino;8;1,25000000000000e-01
150565;2012;Importado;Masculino;12;8,57142857142857e-01
150565;2012;Importado;Feminino;2;1,42857142857143e-01
150565;2012;NA;Masculino;3;1,00000000000000e+00
150565;2013;Autóctone;Masculino;15;8,33333333333333e-01
150565;2013;Autóctone;Feminino;3;1,66666666666667e-01
150565;2013;Importado;Masculino;11;7,85714285714286e-01
150565;2013;Importado;Feminino;3;2,14285714285714e-01
150565;2013;NA;Feminino;3;1,00000000000000e+00
150565;2014;Autóctone;Masculino;6;6,00000000000000e-01
150565;2014;Autóctone;Feminino;4;4,00000000000000e-01
150565;2014;Importado;Masculino;3;7,50000000000000e-01
150565;2014;Importado;Feminino;1;2,50000000000000e-01
150565;2014;NA;Masculino;4;8,00000000000000e-01
150565;2014;NA;Feminino;1;2,00000000000000e-01
150565;2015;Autóctone;Masculino;5;4,54545454545455e-01
150565;2015;Autóctone;Feminino;6;5,45454545454545e-01
150565;2015;Importado;Masculino;3;5,00000000000000e-01
150565;2015;Importado;Feminino;3;5,00000000000000e-01
150565;2016;Importado;Masculino;5;5,00000000000000e-01
150565;2016;Importado;Feminino;5;5,00000000000000e-01
150565;2017;Autóctone;Masculino;1;1,00000000000000e+00
150565;2017;Importado;Masculino;2;6,66666666666667e-01
150565;2017;Importado;Feminino;1;3,33333333333333e-01
150565;2017;NA;Masculino;5;1,00000000000000e+00
150565;2018;Importado;Masculino;5;7,14285714285714e-01
150565;2018;Importado;Feminino;2;2,85714285714286e-01
150565;2019;Importado;Masculino;14;9,33333333333333e-01
150565;2019;Importado;Feminino;1;6,66666666666667e-02
150565;2020;Importado;Masculino;2;6,66666666666667e-01
150565;2020;Importado;Feminino;1;3,33333333333333e-01
150570;2007;Autóctone;Masculino;12;8,57142857142857e-01
150570;2007;Autóctone;Feminino;2;1,42857142857143e-01
150570;2007;Importado;Masculino;11;9,16666666666667e-01
150570;2007;Importado;Feminino;1;8,33333333333333e-02
150570;2008;Autóctone;Masculino;98;5,44444444444444e-01
150570;2008;Autóctone;Feminino;82;4,55555555555556e-01
150570;2008;Importado;Masculino;45;8,33333333333333e-01
150570;2008;Importado;Feminino;9;1,66666666666667e-01
150570;2009;Autóctone;Masculino;97;6,17834394904459e-01
150570;2009;Autóctone;Feminino;60;3,82165605095541e-01
150570;2009;Importado;Masculino;87;8,96907216494845e-01
150570;2009;Importado;Feminino;10;1,03092783505155e-01
150570;2010;Autóctone;Masculino;272;5,18095238095238e-01
150570;2010;Autóctone;Feminino;253;4,81904761904762e-01
150570;2010;Importado;Masculino;218;8,13432835820896e-01
150570;2010;Importado;Feminino;50;1,86567164179104e-01
150570;2011;Autóctone;Masculino;150;6,41025641025641e-01
150570;2011;Autóctone;Feminino;84;3,58974358974359e-01
150570;2011;Importado;Masculino;170;7,05394190871369e-01
150570;2011;Importado;Feminino;71;2,94605809128631e-01
150570;2012;Autóctone;Masculino;136;5,33333333333333e-01
150570;2012;Autóctone;Feminino;119;4,66666666666667e-01
150570;2012;Importado;Masculino;99;7,92000000000000e-01
150570;2012;Importado;Feminino;26;2,08000000000000e-01
150570;2013;Autóctone;Masculino;18;7,20000000000000e-01
150570;2013;Autóctone;Feminino;7;2,80000000000000e-01
150570;2013;Importado;Masculino;5;7,14285714285714e-01
150570;2013;Importado;Feminino;2;2,85714285714286e-01
150570;2014;Autóctone;Masculino;4;1,00000000000000e+00
150570;2014;Importado;Masculino;5;8,33333333333333e-01
150570;2014;Importado;Feminino;1;1,66666666666667e-01
150570;2015;Autóctone;Masculino;1;3,33333333333333e-01
150570;2015;Autóctone;Feminino;2;6,66666666666667e-01
150570;2015;Importado;Masculino;3;7,50000000000000e-01
150570;2015;Importado;Feminino;1;2,50000000000000e-01
150570;2016;Autóctone;Masculino;4;4,44444444444444e-01
150570;2016;Autóctone;Feminino;5;5,55555555555556e-01
150570;2017;Autóctone;Masculino;33;7,85714285714286e-01
150570;2017;Autóctone;Feminino;9;2,14285714285714e-01
150570;2017;Importado;Masculino;26;9,62962962962963e-01
150570;2017;Importado;Feminino;1;3,70370370370370e-02
150570;2018;Autóctone;Masculino;40;7,40740740740741e-01
150570;2018;Autóctone;Feminino;14;2,59259259259259e-01
150570;2018;Importado;Masculino;62;8,98550724637681e-01
150570;2018;Importado;Feminino;7;1,01449275362319e-01
150570;2019;Autóctone;Masculino;14;9,33333333333333e-01
150570;2019;Autóctone;Feminino;1;6,66666666666667e-02
150570;2019;Importado;Masculino;65;9,28571428571429e-01
150570;2019;Importado;Feminino;5;7,14285714285714e-02
150570;2020;Autóctone;Masculino;7;8,75000000000000e-01
150570;2020;Autóctone;Feminino;1;1,25000000000000e-01
150570;2020;Importado;Masculino;14;1,00000000000000e+00
150580;2007;Autóctone;Masculino;808;5,88921282798834e-01
150580;2007;Autóctone;Feminino;564;4,11078717201166e-01
150580;2007;Importado;Masculino;14;6,66666666666667e-01
150580;2007;Importado;Feminino;7;3,33333333333333e-01
150580;2008;Autóctone;Masculino;683;5,59377559377559e-01
150580;2008;Autóctone;Feminino;537;4,39803439803440e-01
150580;2008;Autóctone;Ignorado;1;8,19000819000819e-04
150580;2008;Importado;Masculino;17;6,53846153846154e-01
150580;2008;Importado;Feminino;9;3,46153846153846e-01
150580;2009;Autóctone;Masculino;1632;5,57948717948718e-01
150580;2009;Autóctone;Feminino;1293;4,42051282051282e-01
150580;2009;Importado;Masculino;36;6,92307692307692e-01
150580;2009;Importado;Feminino;16;3,07692307692308e-01
150580;2009;NA;Masculino;1;1,00000000000000e+00
150580;2010;Autóctone;Masculino;792;5,94148537134284e-01
150580;2010;Autóctone;Feminino;541;4,05851462865716e-01
150580;2010;Importado;Masculino;47;6,81159420289855e-01
150580;2010;Importado;Feminino;22;3,18840579710145e-01
150580;2010;NA;Feminino;1;1,00000000000000e+00
150580;2011;Autóctone;Masculino;1295;5,81761006289308e-01
150580;2011;Autóctone;Feminino;931;4,18238993710692e-01
150580;2011;Importado;Masculino;68;7,31182795698925e-01
150580;2011;Importado;Feminino;25;2,68817204301075e-01
150580;2011;NA;Feminino;1;1,00000000000000e+00
150580;2012;Autóctone;Masculino;938;5,94800253646164e-01
150580;2012;Autóctone;Feminino;639;4,05199746353836e-01
150580;2012;Importado;Masculino;33;7,02127659574468e-01
150580;2012;Importado;Feminino;14;2,97872340425532e-01
150580;2013;Autóctone;Masculino;555;5,84826132771338e-01
150580;2013;Autóctone;Feminino;394;4,15173867228662e-01
150580;2013;Importado;Masculino;16;7,61904761904762e-01
150580;2013;Importado;Feminino;5;2,38095238095238e-01
150580;2014;Autóctone;Masculino;187;6,53846153846154e-01
150580;2014;Autóctone;Feminino;99;3,46153846153846e-01
150580;2014;Importado;Masculino;13;7,64705882352941e-01
150580;2014;Importado;Feminino;4;2,35294117647059e-01
150580;2014;NA;Masculino;1;1,00000000000000e+00
150580;2015;Autóctone;Masculino;83;4,97005988023952e-01
150580;2015;Autóctone;Feminino;84;5,02994011976048e-01
150580;2015;Importado;Masculino;8;8,88888888888889e-01
150580;2015;Importado;Feminino;1;1,11111111111111e-01
150580;2016;Autóctone;Masculino;571;5,77350859453994e-01
150580;2016;Autóctone;Feminino;418;4,22649140546006e-01
150580;2016;Importado;Masculino;29;6,74418604651163e-01
150580;2016;Importado;Feminino;14;3,25581395348837e-01
150580;2017;Autóctone;Masculino;832;5,87155963302752e-01
150580;2017;Autóctone;Feminino;585;4,12844036697248e-01
150580;2017;Importado;Masculino;81;7,23214285714286e-01
150580;2017;Importado;Feminino;31;2,76785714285714e-01
150580;2018;Autóctone;Masculino;809;6,23747108712413e-01
150580;2018;Autóctone;Feminino;488;3,76252891287587e-01
150580;2018;Importado;Masculino;39;7,80000000000000e-01
150580;2018;Importado;Feminino;11;2,20000000000000e-01
150580;2019;Autóctone;Masculino;458;6,24829467939973e-01
150580;2019;Autóctone;Feminino;275;3,75170532060027e-01
150580;2019;Importado;Masculino;34;6,93877551020408e-01
150580;2019;Importado;Feminino;15;3,06122448979592e-01
150580;2020;Autóctone;Masculino;55;6,04395604395604e-01
150580;2020;Autóctone;Feminino;36;3,95604395604396e-01
150580;2020;Importado;Masculino;14;7,36842105263158e-01
150580;2020;Importado;Feminino;5;2,63157894736842e-01
150590;2007;Autóctone;Masculino;307;5,85877862595420e-01
150590;2007;Autóctone;Feminino;217;4,14122137404580e-01
150590;2007;Importado;Masculino;8;5,00000000000000e-01
150590;2007;Importado;Feminino;8;5,00000000000000e-01
150590;2008;Autóctone;Masculino;378;5,66716641679160e-01
150590;2008;Autóctone;Feminino;289;4,33283358320840e-01
150590;2008;Importado;Masculino;9;8,18181818181818e-01
150590;2008;Importado;Feminino;2;1,81818181818182e-01
150590;2009;Autóctone;Masculino;143;6,19047619047619e-01
150590;2009;Autóctone;Feminino;88;3,80952380952381e-01
150590;2009;Importado;Masculino;5;1,00000000000000e+00
150590;2009;NA;Masculino;1;3,33333333333333e-01
150590;2009;NA;Feminino;2;6,66666666666667e-01
150590;2010;Autóctone;Masculino;434;5,50063371356147e-01
150590;2010;Autóctone;Feminino;355;4,49936628643853e-01
150590;2010;Importado;Masculino;14;7,77777777777778e-01
150590;2010;Importado;Feminino;4;2,22222222222222e-01
150590;2010;NA;Masculino;1;5,00000000000000e-01
150590;2010;NA;Feminino;1;5,00000000000000e-01
150590;2011;Autóctone;Masculino;935;5,54896142433234e-01
150590;2011;Autóctone;Feminino;750;4,45103857566766e-01
150590;2011;Importado;Masculino;1;1,00000000000000e+00
150590;2012;Autóctone;Masculino;205;5,79096045197740e-01
150590;2012;Autóctone;Feminino;149;4,20903954802260e-01
150590;2012;Importado;Masculino;4;1,00000000000000e+00
150590;2012;NA;Masculino;1;1,00000000000000e+00
150590;2013;Autóctone;Masculino;7;4,66666666666667e-01
150590;2013;Autóctone;Feminino;8;5,33333333333333e-01
150590;2013;Importado;Masculino;4;1,00000000000000e+00
150590;2014;Autóctone;Masculino;1;1,00000000000000e+00
150590;2014;Importado;Masculino;3;1,00000000000000e+00
150590;2016;Autóctone;Masculino;1;1,00000000000000e+00
150590;2016;NA;Feminino;1;1,00000000000000e+00
150590;2017;Autóctone;Masculino;1;1,00000000000000e+00
150590;2018;Autóctone;Masculino;1;5,00000000000000e-01
150590;2018;Autóctone;Feminino;1;5,00000000000000e-01
150590;2018;Importado;Masculino;3;7,50000000000000e-01
150590;2018;Importado;Feminino;1;2,50000000000000e-01
150590;2019;Importado;Masculino;3;1,00000000000000e+00
150590;2020;Importado;Masculino;1;1,00000000000000e+00
150600;2007;Autóctone;Masculino;2121;6,15139211136891e-01
150600;2007;Autóctone;Feminino;1327;3,84860788863109e-01
150600;2007;Importado;Masculino;22;6,11111111111111e-01
150600;2007;Importado;Feminino;14;3,88888888888889e-01
150600;2007;NA;Masculino;2;1,00000000000000e+00
150600;2008;Autóctone;Masculino;565;5,89155370177268e-01
150600;2008;Autóctone;Feminino;392;4,08759124087591e-01
150600;2008;Autóctone;Ignorado;2;2,08550573514077e-03
150600;2008;Importado;Masculino;26;6,66666666666667e-01
150600;2008;Importado;Feminino;13;3,33333333333333e-01
150600;2009;Autóctone;Masculino;404;6,00297176820208e-01
150600;2009;Autóctone;Feminino;269;3,99702823179792e-01
150600;2009;Importado;Masculino;37;5,28571428571429e-01
150600;2009;Importado;Feminino;33;4,71428571428571e-01
150600;2010;Autóctone;Masculino;570;5,79857578840285e-01
150600;2010;Autóctone;Feminino;413;4,20142421159715e-01
150600;2010;Importado;Masculino;60;5,71428571428571e-01
150600;2010;Importado;Feminino;45;4,28571428571429e-01
150600;2010;NA;Masculino;2;1,00000000000000e+00
150600;2011;Autóctone;Masculino;298;5,84313725490196e-01
150600;2011;Autóctone;Feminino;212;4,15686274509804e-01
150600;2011;Importado;Masculino;11;6,47058823529412e-01
150600;2011;Importado;Feminino;6;3,52941176470588e-01
150600;2012;Autóctone;Masculino;176;5,71428571428571e-01
150600;2012;Autóctone;Feminino;132;4,28571428571429e-01
150600;2012;Importado;Masculino;5;1,00000000000000e+00
150600;2013;Autóctone;Masculino;6;7,50000000000000e-01
150600;2013;Autóctone;Feminino;2;2,50000000000000e-01
150600;2013;Importado;Masculino;1;5,00000000000000e-01
150600;2013;Importado;Feminino;1;5,00000000000000e-01
150600;2014;Importado;Feminino;2;1,00000000000000e+00
150600;2014;NA;Masculino;1;1,00000000000000e+00
150600;2015;Importado;Masculino;1;5,00000000000000e-01
150600;2015;Importado;Feminino;1;5,00000000000000e-01
150600;2016;Importado;Masculino;2;6,66666666666667e-01
150600;2016;Importado;Feminino;1;3,33333333333333e-01
150600;2017;Autóctone;Masculino;1;1,00000000000000e+00
150600;2018;Autóctone;Masculino;1;2,50000000000000e-01
150600;2018;Autóctone;Feminino;3;7,50000000000000e-01
150600;2018;Importado;Masculino;3;5,00000000000000e-01
150600;2018;Importado;Feminino;3;5,00000000000000e-01
150600;2019;Autóctone;Masculino;30;5,76923076923077e-01
150600;2019;Autóctone;Feminino;22;4,23076923076923e-01
150600;2019;Importado;Masculino;2;4,00000000000000e-01
150600;2019;Importado;Feminino;3;6,00000000000000e-01
150600;2019;NA;Feminino;2;1,00000000000000e+00
150600;2020;Autóctone;Masculino;25;6,41025641025641e-01
150600;2020;Autóctone;Feminino;14;3,58974358974359e-01
150600;2020;Importado;Feminino;1;1,00000000000000e+00
150610;2007;Autóctone;Masculino;2;6,66666666666667e-01
150610;2007;Autóctone;Feminino;1;3,33333333333333e-01
150610;2008;Autóctone;Masculino;5;5,00000000000000e-01
150610;2008;Autóctone;Feminino;5;5,00000000000000e-01
150610;2008;Importado;Masculino;16;6,95652173913043e-01
150610;2008;Importado;Feminino;7;3,04347826086957e-01
